event,counts__log_dispersion_16,counts__log_dispersion_128,counts__log_dispersion_1024,counts__width90,counts__asymmetry,counts__top10pct_fraction,counts__bin_entropy,counts__spectral_entropy,counts__spectral_peak3,counts__fano_sample,count_pair_V2__envelope_corr,count_pair_V4__envelope_corr,count_pair_V1V2__envelope_corr,count_pair_V3V4__envelope_corr,count_pair_SCM5__envelope_corr
56,0.09184985724278606,0.4995019865422178,1.2792755162802363,0.8203124999999999,-0.587619047619047,0.3724137931034483,0.8832271806547285,0.9919122531934356,0.0043545600839189945,0.9857781641117062,0.23859353486956603,0.10580012699763415,0.21487766643511133,0.08597334161348238,0.4107174893282945
57,0.21965174592391856,0.730014138572739,1.4197357638617856,0.24931640624999996,-0.07951429690560154,0.6756756756756757,0.7147581211841103,0.9712463813399947,0.03408953215660131,1.0180248915561882,-0.044999761121492024,-0.12687108861460694,-0.08912758017076974,-0.10679644887233827,0.07807368791138203
58,0.0001988558232684915,0.001686531059875416,0.013775030667614315,0.003515624999999911,0.0,1.0,-0.0,0.29931674644845857,0.771427001138041,1.0,0.03709241599904965,0.12193741945294345,0.005570295429587278,0.02906773190636794,0.05347284113129226
59,0.3958254161518988,1.164905187367369,2.048773426802355,0.8470439608134918,-0.25143382060108654,0.17791213220475616,0.9768925197866452,0.9916009564420617,0.01391836432783545,0.7422098527747002,-0.0047620498161720926,-0.017614630560984904,-0.041705430200475825,0.043966719594013166,-0.0718683174101761
60,0.2537263522330305,0.9532400876046186,1.800991043961252,0.9048474151234569,-0.10500947720492863,0.12438817771084337,0.9926238605399343,0.9884257657822435,0.015925904360320584,0.5456680078877477,0.0061681578494480254,0.035245695840800666,0.017698677772298485,0.0298027775071589,0.15835524670008627
61,0.2294299870120347,0.9380533888156706,1.7588242165778833,0.9073670107561299,-0.05794330102397881,0.12251716247139588,0.993237176261611,0.9874496973241709,0.01891066731645632,0.5343056218516439,0.096261288231917,0.03301016496105885,0.12088847933067716,0.03838564636720521,0.06581443050691502
62,0.3556973835416984,1.10776999975067,1.9856940678888202,0.8385352011494251,-0.006739350681283214,0.1443067920064745,0.9847963746140046,0.9886876561448203,0.017674191945456705,0.6578583031133813,0.010799105825710939,0.027825026744493282,0.043259122096443496,-0.06553878206086167,-0.041965703388247344
63,0.01611115542491682,0.20818516893837888,0.8433431046012082,0.9046945701357465,0.019946988642284277,0.12944411706933806,0.9970889290918193,0.9948624390436255,0.004885938083324175,0.7629527019392418,-0.05749007934677291,0.0028362511638216695,-0.1145496447952747,-0.04084581479039463,9.835029344391682e-05
64,0.32577660221275584,1.066235389901435,1.9417496348483807,0.855049177201395,0.1436319576269231,0.14170941227365427,0.986418850178041,0.9905634133002449,0.01330366188096623,0.6534246996762995,-0.12770454928421632,0.0042628696952341245,-0.020452312596712822,-0.130517343976948,0.09315095098856295
65,-0.008979981058521021,0.01751925648704682,0.45591736562383783,0.8940862522893771,0.04385250365113924,0.13053311793214864,0.998006814186083,0.9918151664823356,0.0163637919373784,0.788396941581903,0.029406547590057702,-0.05168788906618936,0.05097106398507078,0.06812617402878865,-0.04234570008729468
